file,sequence_id,frame_index,scene_name,global_id,instance_id,layer,slot,cluster,visibility,is_new,source_prototype,point_count,center_x,center_y,center_z,yaw_deg,diameter_nominal,length_nominal,dx_from_prev,dy_from_prev,dz_from_prev,observation,severity,occlusion_side,target_x,target_y,target_z,note
S08_F02_two_layer_rollobs.ply,S08,2,two_layer_rollobs,12,883,2,2,layer2,VISIBLE,0,mask_14_f.ply,7143,7.389874945878984,0.0,1.7691175299842559,4,1.2400000095367432,1.6900005340576172,,,,roll_mild,0.0,none,,,,second-layer coil supported approximately by lower pair; layer never changes | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S09_F00_before_two_new.ply,S09,0,before_two_new,0,466,1,0,left,VISIBLE,0,mask_10_f.ply,5835,0.6249999690055847,0.0,0.6349999690055848,-2,1.1899999380111694,1.5900001525878906,,,,clean,0.0,none,,,,"frame supports two simultaneous new coils, one on each edge cluster"
S09_F00_before_two_new.ply,S09,0,before_two_new,1,656,1,1,left,VISIBLE,0,mask_12_f.ply,7608,1.8482499051094055,0.0,0.6432499670982361,-2,1.2064999341964722,1.5600004196166992,,,,clean,0.0,none,,,,"frame supports two simultaneous new coils, one on each edge cluster"
S09_F00_before_two_new.ply,S09,0,before_two_new,8,768,1,8,right,VISIBLE,0,mask_12_f.ply,7608,13.101750023365021,0.0,0.6432499670982361,2,1.2064999341964722,1.5600004196166992,,,,clean,0.0,none,,,,"frame supports two simultaneous new coils, one on each edge cluster"
S09_F00_before_two_new.ply,S09,0,before_two_new,9,884,1,9,right,VISIBLE,0,mask_14_f.ply,7339,14.349999995231629,0.0,0.6600000047683716,2,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,,,,"frame supports two simultaneous new coils, one on each edge cluster"
S09_F01_two_new_simultaneous.ply,S09,1,two_new_simultaneous,0,691,1,0,left,VISIBLE,0,mask_10_f.ply,5686,0.6249999690055847,0.0,0.6349999690055848,-2,1.1899999380111694,1.5900001525878906,,,,roll_mild,0.0,none,,,,"frame supports two simultaneous new coils, one on each edge cluster | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S09_F01_two_new_simultaneous.ply,S09,1,two_new_simultaneous,1,189,1,1,left,VISIBLE,0,mask_12_f.ply,7425,1.8482499051094055,0.0,0.6432499670982361,-2,1.2064999341964722,1.5600004196166992,,,,roll_mild,0.0,none,,,,"frame supports two simultaneous new coils, one on each edge cluster | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S09_F01_two_new_simultaneous.ply,S09,1,two_new_simultaneous,2,143,1,2,left,VISIBLE,1,mask_14_f.ply,7339,3.096499876976013,0.0,0.6600000047683716,-2,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,3.096499876976013,0.0,0.6600000047683716,"frame supports two simultaneous new coils, one on each edge cluster"
S09_F01_two_new_simultaneous.ply,S09,1,two_new_simultaneous,7,536,1,7,right,VISIBLE,1,mask_10_f.ply,5835,11.8785000872612,0.0,0.6349999690055848,2,1.1899999380111694,1.5900001525878906,,,,clean,0.0,none,11.8785000872612,0.0,0.6349999690055848,"frame supports two simultaneous new coils, one on each edge cluster"
S09_F01_two_new_simultaneous.ply,S09,1,two_new_simultaneous,8,226,1,8,right,VISIBLE,0,mask_12_f.ply,7391,13.101750023365021,0.0,0.6432499670982361,2,1.2064999341964722,1.5600004196166992,,,,roll_mild,0.0,none,,,,"frame supports two simultaneous new coils, one on each edge cluster | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S09_F01_two_new_simultaneous.ply,S09,1,two_new_simultaneous,9,916,1,9,right,VISIBLE,0,mask_14_f.ply,7179,14.349999995231629,0.0,0.6600000047683716,2,1.2400000095367432,1.6900005340576172,,,,roll_mild,0.0,none,,,,"frame supports two simultaneous new coils, one on each edge cluster | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S10_F00_same_geometry_stress_0.ply,S10,0,same_geometry_stress_0,0,494,1,0,left,VISIBLE,0,mask_12_f.ply,7608,0.6332499670982361,0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,clean,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap"
S10_F00_same_geometry_stress_0.ply,S10,0,same_geometry_stress_0,1,435,1,1,left,VISIBLE,0,mask_12_f.ply,7608,1.8647499012947082,0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,clean,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap"
S10_F00_same_geometry_stress_0.ply,S10,0,same_geometry_stress_0,2,929,1,2,left,VISIBLE,0,mask_12_f.ply,7608,3.09624983549118,0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,clean,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap"
S10_F00_same_geometry_stress_0.ply,S10,0,same_geometry_stress_0,3,684,1,3,left,VISIBLE,0,mask_12_f.ply,7608,4.327749769687653,0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,clean,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap"
S10_F00_same_geometry_stress_0.ply,S10,0,same_geometry_stress_0,4,964,1,4,left,VISIBLE,0,mask_12_f.ply,7608,5.5592497038841255,0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,clean,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap"
S10_F00_same_geometry_stress_0.ply,S10,0,same_geometry_stress_0,5,246,1,5,left,VISIBLE,0,mask_12_f.ply,7608,6.790749638080598,0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,clean,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap"
S10_F01_same_geometry_stress_1.ply,S10,1,same_geometry_stress_1,0,668,1,0,left,VISIBLE,0,mask_12_f.ply,6635,0.6572499670982361,0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,roll_heavy,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S10_F01_same_geometry_stress_1.ply,S10,1,same_geometry_stress_1,1,328,1,1,left,VISIBLE,0,mask_12_f.ply,6604,1.8887499012947082,0,0.6432499670982361,1,1.2064999341964722,1.5600004196166992,,,,roll_heavy,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S10_F01_same_geometry_stress_1.ply,S10,1,same_geometry_stress_1,2,788,1,2,left,VISIBLE,0,mask_12_f.ply,6628,3.15624983549118,0,0.6432499670982361,-1,1.2064999341964722,1.5600004196166992,,,,roll_heavy,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S10_F01_same_geometry_stress_1.ply,S10,1,same_geometry_stress_1,3,759,1,3,left,VISIBLE,0,mask_12_f.ply,6661,4.387749769687653,0,0.6432499670982361,2,1.2064999341964722,1.5600004196166992,,,,roll_heavy,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S10_F01_same_geometry_stress_1.ply,S10,1,same_geometry_stress_1,4,782,1,4,left,VISIBLE,0,mask_12_f.ply,6573,5.619249703884125,0,0.6432499670982361,-2,1.2064999341964722,1.5600004196166992,,,,roll_heavy,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S10_F01_same_geometry_stress_1.ply,S10,1,same_geometry_stress_1,5,874,1,5,left,VISIBLE,0,mask_12_f.ply,6589,6.850749638080598,0,0.6432499670982361,1,1.2064999341964722,1.5600004196166992,,,,roll_heavy,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S10_F02_same_geometry_stress_2.ply,S10,2,same_geometry_stress_2,0,228,1,0,left,VISIBLE,0,mask_12_f.ply,6660,0.6812499670982362,0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,roll_heavy,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S10_F02_same_geometry_stress_2.ply,S10,2,same_geometry_stress_2,1,254,1,1,left,VISIBLE,0,mask_12_f.ply,6633,1.9127499012947082,0,0.6432499670982361,1,1.2064999341964722,1.5600004196166992,,,,roll_heavy,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S10_F02_same_geometry_stress_2.ply,S10,2,same_geometry_stress_2,2,891,1,2,left,VISIBLE,0,mask_12_f.ply,6601,3.21624983549118,0,0.6432499670982361,-1,1.2064999341964722,1.5600004196166992,,,,roll_heavy,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S10_F02_same_geometry_stress_2.ply,S10,2,same_geometry_stress_2,3,858,1,3,left,PARTIAL_VISIBLE,0,mask_12_f.ply,5265,4.447749769687653,0,0.6432499670982361,2,1.2064999341964722,1.5600004196166992,,,,partial,0.35,both,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap | V3: edge occlusion side=both; central band preserved."
S10_F02_same_geometry_stress_2.ply,S10,2,same_geometry_stress_2,4,320,1,4,left,VISIBLE,0,mask_12_f.ply,6580,5.679249703884126,0,0.6432499670982361,-2,1.2064999341964722,1.5600004196166992,,,,roll_heavy,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S10_F02_same_geometry_stress_2.ply,S10,2,same_geometry_stress_2,5,281,1,5,left,VISIBLE,0,mask_12_f.ply,6678,6.910749638080598,0,0.6432499670982361,1,1.2064999341964722,1.5600004196166992,,,,roll_heavy,0.35,none,,,,"all IDs reuse the same real prototype intentionally; geometry cannot identify them, so semantic order must prevent ID swap | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion."
S11_F00_L1_full_10.ply,S11,0,L1_full_10,0,713,1,0,full_L1,VISIBLE,0,mask_10_f.ply,5835,0.6249999690055847,0.0,0.6349999690055848,-1.5,1.1899999380111694,1.5900001525878906,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F00_L1_full_10.ply,S11,0,L1_full_10,1,459,1,1,full_L1,VISIBLE,0,mask_12_f.ply,7608,1.8482499051094055,0.0,0.6432499670982361,0.0,1.2064999341964722,1.5600004196166992,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F00_L1_full_10.ply,S11,0,L1_full_10,2,254,1,2,full_L1,VISIBLE,0,mask_14_f.ply,7339,3.096499876976013,0.0,0.6600000047683716,1.5,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F00_L1_full_10.ply,S11,0,L1_full_10,3,261,1,3,full_L1,VISIBLE,0,mask_1_f.ply,8255,4.331499795913697,0.0,0.6299999141693116,-1.5,1.179999828338623,1.6600008010864258,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F00_L1_full_10.ply,S11,0,L1_full_10,4,819,1,4,full_L1,VISIBLE,0,mask_5_f.ply,8733,5.5464997339248665,0.0,0.640000023841858,0.0,1.2000000476837158,1.619999885559082,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F00_L1_full_10.ply,S11,0,L1_full_10,5,813,1,5,full_L1,VISIBLE,0,mask_6_f.ply,6518,6.761499731540681,0.0,0.6299999737739563,1.5,1.1799999475479126,1.619999885559082,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F00_L1_full_10.ply,S11,0,L1_full_10,6,304,1,6,full_L1,VISIBLE,0,mask_7_f.ply,7117,8.018250160217287,0.0,0.681750454902649,-1.5,1.2835009098052979,1.5699987411499023,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F00_L1_full_10.ply,S11,0,L1_full_10,7,415,1,7,full_L1,VISIBLE,0,mask_10_f.ply,5835,9.28000058412552,0.0,0.6349999690055848,0.0,1.1899999380111694,1.5900001525878906,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F00_L1_full_10.ply,S11,0,L1_full_10,8,886,1,8,full_L1,VISIBLE,0,mask_12_f.ply,7608,10.503250520229342,0.0,0.6432499670982361,1.5,1.2064999341964722,1.5600004196166992,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F00_L1_full_10.ply,S11,0,L1_full_10,9,343,1,9,full_L1,VISIBLE,0,mask_14_f.ply,7339,11.75150049209595,0.0,0.6600000047683716,-1.5,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F01_L1_full_then_L2_new.ply,S11,1,L1_full_then_L2_new,0,575,1,0,full_L1,VISIBLE,0,mask_10_f.ply,5835,0.6249999690055847,0.0,0.6349999690055848,-1.5,1.1899999380111694,1.5900001525878906,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F01_L1_full_then_L2_new.ply,S11,1,L1_full_then_L2_new,1,380,1,1,full_L1,VISIBLE,0,mask_12_f.ply,7608,1.8482499051094055,0.0,0.6432499670982361,0.0,1.2064999341964722,1.5600004196166992,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F01_L1_full_then_L2_new.ply,S11,1,L1_full_then_L2_new,2,652,1,2,full_L1,VISIBLE,0,mask_14_f.ply,7339,3.096499876976013,0.0,0.6600000047683716,1.5,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F01_L1_full_then_L2_new.ply,S11,1,L1_full_then_L2_new,3,830,1,3,full_L1,VISIBLE,0,mask_1_f.ply,8255,4.331499795913697,0.0,0.6299999141693116,-1.5,1.179999828338623,1.6600008010864258,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F01_L1_full_then_L2_new.ply,S11,1,L1_full_then_L2_new,4,692,1,4,full_L1,VISIBLE,0,mask_5_f.ply,8548,5.5464997339248665,0.0,0.640000023841858,0.0,1.2000000476837158,1.619999885559082,,,,roll_mild,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S11_F01_L1_full_then_L2_new.ply,S11,1,L1_full_then_L2_new,5,774,1,5,full_L1,VISIBLE,0,mask_6_f.ply,6387,6.761499731540681,0.0,0.6299999737739563,1.5,1.1799999475479126,1.619999885559082,,,,roll_mild,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S11_F01_L1_full_then_L2_new.ply,S11,1,L1_full_then_L2_new,6,679,1,6,full_L1,VISIBLE,0,mask_7_f.ply,6906,8.018250160217287,0.0,0.681750454902649,-1.5,1.2835009098052979,1.5699987411499023,,,,roll_mild,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated | V3: rolling mismatch uses local surface perturbation + thinning/resampling only; no large contiguous wedge deletion.
S11_F01_L1_full_then_L2_new.ply,S11,1,L1_full_then_L2_new,7,694,1,7,full_L1,VISIBLE,0,mask_10_f.ply,5835,9.28000058412552,0.0,0.6349999690055848,0.0,1.1899999380111694,1.5900001525878906,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F01_L1_full_then_L2_new.ply,S11,1,L1_full_then_L2_new,8,747,1,8,full_L1,VISIBLE,0,mask_12_f.ply,7608,10.503250520229342,0.0,0.6432499670982361,1.5,1.2064999341964722,1.5600004196166992,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F01_L1_full_then_L2_new.ply,S11,1,L1_full_then_L2_new,9,677,1,9,full_L1,VISIBLE,0,mask_14_f.ply,7339,11.75150049209595,0.0,0.6600000047683716,-1.5,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,,,,first layer at hard maximum capacity of 10; no 11th layer1 coil is generated
S11_F01_L1_full_then_L2_new.ply,S11,1,L1_full_then_L2_new,20,303,2,0,layer2,VISIBLE,1,mask_1_f.ply,8255,6.153999732732774,0.0,1.6806577685992288,3,1.179999828338623,1.6600008010864258,,,,clean,0.0,none,6.153999732732774,0.0,1.6806577685992288,"after first layer reaches 10, additional coil enters layer2"
S12_F00_view_clean.ply,S12,0,view_clean,0,334,1,0,left,VISIBLE,0,mask_10_f.ply,5835,0.6249999690055847,0.0,0.6349999690055848,0,1.1899999380111694,1.5900001525878906,,,,clean,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F00_view_clean.ply,S12,0,view_clean,1,211,1,1,left,VISIBLE,0,mask_12_f.ply,7608,1.8482499051094055,0.0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,clean,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F00_view_clean.ply,S12,0,view_clean,2,299,1,2,left,VISIBLE,0,mask_14_f.ply,7339,3.096499876976013,0.0,0.6600000047683716,0,1.2400000095367432,1.6900005340576172,,,,clean,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F00_view_clean.ply,S12,0,view_clean,7,232,1,7,right,VISIBLE,0,mask_10_f.ply,5835,11.8785000872612,0.0,0.6349999690055848,0,1.1899999380111694,1.5900001525878906,,,,clean,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F00_view_clean.ply,S12,0,view_clean,8,340,1,8,right,VISIBLE,0,mask_12_f.ply,7608,13.101750023365021,0.0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,clean,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F00_view_clean.ply,S12,0,view_clean,9,382,1,9,right,VISIBLE,0,mask_14_f.ply,7339,14.349999995231629,0.0,0.6600000047683716,0,1.2400000095367432,1.6900005340576172,,,,clean,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F01_view_top_view.ply,S12,1,view_top_view,0,139,1,0,left,VISIBLE,0,mask_10_f.ply,4667,0.6249999690055847,0.0,0.6349999690055848,0,1.1899999380111694,1.5900001525878906,,,,top_view,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F01_view_top_view.ply,S12,1,view_top_view,1,152,1,1,left,VISIBLE,0,mask_12_f.ply,6185,1.8482499051094055,0.0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,top_view,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F01_view_top_view.ply,S12,1,view_top_view,2,815,1,2,left,VISIBLE,0,mask_14_f.ply,5751,3.096499876976013,0.0,0.6600000047683716,0,1.2400000095367432,1.6900005340576172,,,,top_view,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F01_view_top_view.ply,S12,1,view_top_view,7,780,1,7,right,VISIBLE,0,mask_10_f.ply,4688,11.8785000872612,0.0,0.6349999690055848,0,1.1899999380111694,1.5900001525878906,,,,top_view,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F01_view_top_view.ply,S12,1,view_top_view,8,209,1,8,right,VISIBLE,0,mask_12_f.ply,6143,13.101750023365021,0.0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,top_view,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F01_view_top_view.ply,S12,1,view_top_view,9,790,1,9,right,VISIBLE,0,mask_14_f.ply,5699,14.349999995231629,0.0,0.6600000047683716,0,1.2400000095367432,1.6900005340576172,,,,top_view,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F02_view_side_view.ply,S12,2,view_side_view,0,382,1,0,left,VISIBLE,0,mask_10_f.ply,3648,0.6249999690055847,0.0,0.6349999690055848,0,1.1899999380111694,1.5900001525878906,,,,side_view,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F02_view_side_view.ply,S12,2,view_side_view,1,820,1,1,left,VISIBLE,0,mask_12_f.ply,4844,1.8482499051094055,0.0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,side_view,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F02_view_side_view.ply,S12,2,view_side_view,2,515,1,2,left,VISIBLE,0,mask_14_f.ply,4615,3.096499876976013,0.0,0.6600000047683716,0,1.2400000095367432,1.6900005340576172,,,,side_view,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F02_view_side_view.ply,S12,2,view_side_view,7,394,1,7,right,VISIBLE,0,mask_10_f.ply,3578,11.8785000872612,0.0,0.6349999690055848,0,1.1899999380111694,1.5900001525878906,,,,side_view,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F02_view_side_view.ply,S12,2,view_side_view,8,695,1,8,right,VISIBLE,0,mask_12_f.ply,4755,13.101750023365021,0.0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,side_view,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F02_view_side_view.ply,S12,2,view_side_view,9,300,1,9,right,VISIBLE,0,mask_14_f.ply,4636,14.349999995231629,0.0,0.6600000047683716,0,1.2400000095367432,1.6900005340576172,,,,side_view,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap"
S12_F03_view_degraded.ply,S12,3,view_degraded,0,142,1,0,left,VISIBLE,0,mask_10_f.ply,4801,0.6249999690055847,0.0,0.6349999690055848,0,1.1899999380111694,1.5900001525878906,,,,degraded,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap | V3: edge occlusion side=none; central band preserved."
S12_F03_view_degraded.ply,S12,3,view_degraded,1,774,1,1,left,PARTIAL_VISIBLE,0,mask_12_f.ply,4899,1.8482499051094055,0.0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,partial,0.45,both,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap | V3: edge occlusion side=both; central band preserved."
S12_F03_view_degraded.ply,S12,3,view_degraded,2,830,1,2,left,VISIBLE,0,mask_14_f.ply,6021,3.096499876976013,0.0,0.6600000047683716,0,1.2400000095367432,1.6900005340576172,,,,degraded,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap | V3: edge occlusion side=none; central band preserved."
S12_F03_view_degraded.ply,S12,3,view_degraded,7,904,1,7,right,VISIBLE,0,mask_10_f.ply,4828,11.8785000872612,0.0,0.6349999690055848,0,1.1899999380111694,1.5900001525878906,,,,degraded,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap | V3: edge occlusion side=none; central band preserved."
S12_F03_view_degraded.ply,S12,3,view_degraded,8,623,1,8,right,PARTIAL_VISIBLE,0,mask_12_f.ply,5020,13.101750023365021,0.0,0.6432499670982361,0,1.2064999341964722,1.5600004196166992,,,,partial,0.45,both,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap | V3: edge occlusion side=both; central band preserved."
S12_F03_view_degraded.ply,S12,3,view_degraded,9,618,1,9,right,VISIBLE,0,mask_14_f.ply,6021,14.349999995231629,0.0,0.6600000047683716,0,1.2400000095367432,1.6900005340576172,,,,degraded,0,none,,,,"same physical layout, different simulated fused-view dominance/visibility; identity must not depend on surface overlap | V3: edge occlusion side=none; central band preserved."
S13_F00_full_10_plus_8_100k.ply,S13,0,full_10_plus_8_100k,0,672,1,0,full_L1,VISIBLE,0,mask_10_f.ply,5835,0.6249999690055847,0.0,0.6349999690055848,-2.0,1.1899999380111694,1.5900001525878906,,,,clean,0.0,none,,,,100k-scale stress scene layer1
S13_F00_full_10_plus_8_100k.ply,S13,0,full_10_plus_8_100k,1,755,1,1,full_L1,VISIBLE,0,mask_12_f.ply,7608,1.8482499051094055,0.0,0.6432499670982361,-1.0,1.2064999341964722,1.5600004196166992,,,,clean,0.0,none,,,,100k-scale stress scene layer1
S13_F00_full_10_plus_8_100k.ply,S13,0,full_10_plus_8_100k,2,972,1,2,full_L1,VISIBLE,0,mask_14_f.ply,7339,3.096499876976013,0.0,0.6600000047683716,0.0,1.2400000095367432,1.6900005340576172,,,,clean,0.0,none,,,,100k-scale stress scene layer1
S13_F00_full_10_plus_8_100k.ply,S13,0,full_10_plus_8_100k,3,748,1,3,full_L1,VISIBLE,0,mask_1_f.ply,8255,4.331499795913697,0.0,0.6299999141693116,1.0,1.179999828338623,1.6600008010864258,,,,clean,0.0,none,,,,100k-scale stress scene layer1
S13_F00_full_10_plus_8_100k.ply,S13,0,full_10_plus_8_100k,4,230,1,4,full_L1,VISIBLE,0,mask_5_f.ply,8733,5.5464997339248665,0.0,0.640000023841858,2.0,1.2000000476837158,1.619999885559082,,,,clean,0.0,none,,,,100k-scale stress scene layer1
S13_F00_full_10_plus_8_100k.ply,S13,0,full_10_plus_8_100k,5,498,1,5,full_L1,VISIBLE,0,mask_6_f.ply,6518,6.761499731540681,0.0,0.6299999737739563,-2.0,1.1799999475479126,1.619999885559082,,,,clean,0.0,none,,,,100k-scale stress scene layer1
S13_F00_full_10_plus_8_100k.ply,S13,0,full_10_plus_8_100k,6,448,1,6,full_L1,VISIBLE,0,mask_7_f.ply,7117,8.018250160217287,0.0,0.681750454902649,-1.0,1.2835009098052979,1.5699987411499023,,,,clean,0.0,none,,,,100k-scale stress scene layer1
S13_F00_full_10_plus_8_100k.ply,S13,0,full_10_plus_8_100k,7,501,1,7,full_L1,VISIBLE,0,mask_10_f.ply,5835,9.28000058412552,0.0,0.6349999690055848,0.0,1.1899999380111694,1.5900001525878906,,,,clean,0.0,none,,,,100k-scale stress scene layer1
S13_F00_full_10_plus_8_100k.ply,S13,0,full_10_plus_8_100k,8,612,1,8,full_L1,VISIBLE,0,mask_12_f.ply,7608,10.503250520229342,0.0,0.6432499670982361,1.0,1.2064999341964722,1.5600004196166992,,,,clean,0.0,none,,,,100k-scale stress scene layer1
